REACTION,KCAT [1/hr]
ECOAH12m_for,5058800
ECOAH1m_for,54000
ECOAH1x_for,54000
ECOAH9m_for,5058800
EGMESTr,nan
EHGLAT,640200
EHGLAT2m,1008000
EHGLATm,640200
EICOSTETCPT1,3822046.296429
EICOSTETCPT2,nan
EICOSTETCRNt,nan
EICOSTETt_for,nan
ELAIDCPT1,3822046.296429
ELAIDCPT2,nan
ELAIDCRNt,nan
ELAIDt_for,nan
ENGASE,7412846.856576
ENGASE2,7412846.856576
ENGASE2ly,7412846.856576
ENGASE3ly,7412846.856576
ENGASEly,7412846.856576
ENMAN1g,nan
ENMAN2g,nan
ENMAN3g,nan
ENMAN4g,nan
ENMAN5g,nan
ENMAN6g,nan
ENO_for,144144
EPCTX,4140
ESTRADIOLGLCt_for,nan
ESTRADIOLGLCt2,nan
ESTRADIOLGLCtr_for,nan
ESTRADIOLt_for,nan
ESTRADIOLtr_for,nan
ESTRIOLGLCte,nan
ESTRIOLGLCtr_for,nan
ESTRIOLtr_for,nan
ESTRONEGLCt,nan
ESTRONEGLCtr_for,nan
ESTRONESt_for,nan
ESTRONESt2,nan
ESTRONEtr_for,nan
ESTSULT,20856
ETF,nan
ETFQO,175320
ETHAK,0.576
ETHP,nan
ETOHMO,nan
ETOHt_for,nan
ETOHtx_for,nan
EX_10fthf(e)_for,nan
EX_10fthf5glu(e)_for,nan
EX_10fthf6glu(e)_for,nan
EX_10fthf7glu(e)_for,nan
EX_11_cis_retfa(e)_for,nan
EX_13_cis_retnglc(e)_for,nan
EX_1glyc_hs(e)_for,nan
EX_1mncam(e)_for,nan
EX_2425dhvitd2(e)_for,nan
EX_2425dhvitd3(e)_for,nan
EX_24nph(e)_for,nan
EX_25hvitd2(e)_for,nan
EX_25hvitd3(e)_for,nan
EX_2hb(e)_for,nan
EX_2mcit(e)_for,nan
EX_34dhoxpeg(e)_for,nan
EX_34dhphe(e)_for,nan
EX_35cgmp(e)_for,nan
EX_3aib(e)_for,nan
EX_3aib_D(e)_for,nan
EX_3mlda(e)_for,nan
EX_4abut(e)_for,nan
EX_4hdebrisoquine(e)_for,nan
EX_4hphac(e)_for,nan
EX_4mptnl(e)_for,nan
EX_4mtolbutamide(e)_for,nan
EX_4nph(e)_for,nan
EX_4nphsf(e)_for,nan
EX_4pyrdx(e)_for,nan
EX_5adtststerone(e)_for,nan
EX_5adtststeroneglc(e)_for,nan
EX_5adtststerones(e)_for,nan
EX_5dhf(e)_for,nan
EX_5fthf(e)_for,nan
EX_5homeprazole(e)_for,nan
EX_5htrp(e)_for,nan
EX_5mthf(e)_for,nan
EX_5thf(e)_for,nan
EX_6dhf(e)_for,nan
EX_6htststerone(e)_for,nan
EX_6thf(e)_for,nan
EX_7dhf(e)_for,nan
EX_7thf(e)_for,nan
EX_9_cis_retfa(e)_for,nan
EX_abt(e)_for,nan
EX_ac(e)_for,nan
EX_acac(e)_for,nan
EX_acald(e)_for,nan
EX_acetone(e)_for,nan
EX_acgalfucgalacgalfuc12gal14acglcgalgluside_hs(e)_for,nan
EX_acgalfucgalacgalfucgalacglcgal14acglcgalgluside_hs(e)_for,nan
EX_acgam(e)_for,nan
EX_ach(e)_for,nan
EX_acn13acngalgbside_hs(e)_for,nan
EX_acn23acngalgbside_hs(e)_for,nan
EX_acnacngal14acglcgalgluside_hs(e)_for,nan
EX_acnacngalgbside_hs(e)_for,nan
EX_acngalacglcgal14acglcgalgluside_hs(e)_for,nan
EX_ade(e)_for,nan
EX_adn(e)_for,nan
EX_adp_for,nan
EX_adprbp(e)_for,nan
EX_adprib(e)_for,nan
EX_adrn(e)_for,nan
EX_adrnl(e)_for,nan
EX_aflatoxin(e)_for,nan
EX_ahandrostanglc(e)_for,nan
EX_ak2lgchol_hs(e)_for,nan
EX_akg(e)_for,nan
EX_ala_B(e)_for,nan
EX_ala_D(e)_for,nan
EX_ala_L(e)_for,nan
EX_aldstrn(e)_for,nan
EX_amp(e)_for,nan
EX_andrstrn(e)_for,nan
EX_andrstrnglc(e)_for,nan
EX_antipyrene(e)_for,nan
EX_apnnox(e)_for,nan
EX_appnn(e)_for,nan
EX_aprgstrn(e)_for,nan
EX_aqcobal(e)_for,nan
EX_arab_L(e)_for,nan
EX_arach(e)_for,nan
EX_arachd(e)_for,nan
EX_arg_L(e)_for,nan
EX_ascb_L(e)_for,nan
EX_asn_L(e)_for,nan
EX_asp_D(e)_for,nan
EX_asp_L(e)_for,nan
EX_atp(e)_for,nan
EX_avite1(e)_for,nan
EX_avite2(e)_for,nan
EX_bhb(e)_for,nan
EX_bildglcur(e)_for,nan
EX_bilglcur(e)_for,nan
EX_bilirub(e)_for,nan
EX_biocyt(e)_for,nan
EX_btn(e)_for,nan
EX_but(e)_for,nan
EX_bvite(e)_for,nan
EX_bz(e)_for,nan
EX_ca2(e)_for,nan
EX_camp(e)_for,nan
EX_caro(e)_for,nan
EX_carveol(e)_for,nan
EX_cca_d3(e)_for,nan
EX_cgly(e)_for,nan
EX_chol(e)_for,nan
EX_cholate(e)_for,nan
EX_chsterol(e)_for,nan
EX_chtn(e)_for,nan
EX_cit(e)_for,nan
EX_cl(e)_for,nan
EX_CLPND(e)_for,nan
EX_cmp(e)_for,nan
EX_co(e)_for,nan
EX_co2(e)_for,nan
EX_coumarin(e)_for,nan
EX_creat(e)_for,nan
EX_crmp_hs(e)_for,nan
EX_crn(e)_for,nan
EX_crtsl(e)_for,nan
EX_crtstrn(e)_for,nan
EX_crvnc(e)_for,nan
EX_csn(e)_for,nan
EX_cspg_a(e)_for,nan
EX_cspg_b(e)_for,nan
EX_cspg_c(e)_for,nan
EX_cspg_d(e)_for,nan
EX_cspg_e(e)_for,nan
EX_cyan(e)_for,nan
EX_cys_L(e)_for,nan
EX_cytd(e)_for,nan
EX_dad_2(e)_for,nan
EX_dag_hs(e)_for,nan
EX_dcsptn1(e)_for,nan
EX_dcyt(e)_for,nan
EX_debrisoquine(e)_for,nan
EX_dgchol(e)_for,nan
EX_dgsn(e)_for,nan
EX_dhdascb(e)_for,nan
EX_dheas(e)_for,nan
EX_dhf(e)_for,nan
EX_digalsgalside_hs(e)_for,nan
EX_din(e)_for,nan
EX_dlnlcg(e)_for,nan
EX_dmantipyrine(e)_for,nan
EX_dmhptcrn(e)_for,nan
EX_dopa(e)_for,nan
EX_dopasf(e)_for,nan
EX_drib(e)_for,nan
EX_duri(e)_for,nan
EX_eaflatoxin(e)_for,nan
EX_ebastine(e)_for,nan
EX_ebastineoh(e)_for,nan
EX_eicostet(e)_for,nan
EX_elaid(e)_for,nan
EX_estradiol(e)_for,nan
EX_estradiolglc(e)_for,nan
EX_estriolglc(e)_for,nan
EX_estroneglc(e)_for,nan
EX_estrones(e)_for,nan
EX_etoh(e)_for,nan
EX_fe2(e)_for,nan
EX_fe3(e)_for,nan
EX_fol(e)_for,nan
EX_for(e)_for,nan
EX_fru(e)_for,nan
EX_fuc13galacglcgal14acglcgalgluside_hs(e)_for,nan
EX_fuc14galacglcgalgluside_hs(e)_for,nan
EX_fucacgalfucgalacglcgalgluside_hs(e)_for,nan
EX_fucacngal14acglcgalgluside_hs(e)_for,nan
EX_fucacngalacglcgalgluside_hs(e)_for,nan
EX_fucfuc12gal14acglcgalgluside_hs(e)_for,nan
EX_fucfuc132galacglcgal14acglcgalgluside_hs(e)_for,nan
EX_fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs(e)_for,nan
EX_fucfucfucgalacglcgal14acglcgalgluside_hs(e)_for,nan
EX_fucfucgalacglcgalgluside_hs(e)_for,nan
EX_fucgal14acglcgalgluside_hs(e)_for,nan
EX_fucgalfucgalacglcgalgluside_hs(e)_for,nan
EX_fucgalgbside_hs(e)_for,nan
EX_fuc_L(e)_for,nan
EX_gal(e)_for,nan
EX_galacglcgalgbside_hs(e)_for,nan
EX_galfuc12gal14acglcgalgluside_hs(e)_for,nan
EX_galfucgalacglcgal14acglcgalgluside_hs(e)_for,nan
EX_galgalfucfucgalacglcgalacglcgal14acglcgalgluside_hs(e)_for,nan
EX_galgalgalthcrm_hs(e)_for,nan
EX_gam(e)_for,nan
EX_gbside_hs(e)_for,nan
EX_gchola(e)_for,nan
EX_gd1b2_hs(e)_for,nan
EX_gd1c_hs(e)_for,nan
EX_gdp(e)_for,nan
EX_glc(e)_for,nan
EX_gln_L(e)_for,nan
EX_gluala(e)_for,nan
EX_glu_L(e)_for,nan
EX_gly(e)_for,nan
EX_glyb(e)_for,nan
EX_glyc(e)_for,nan
EX_glyc_S(e)_for,nan
EX_glygn2(e)_for,nan
EX_glygn4(e)_for,nan
EX_glygn5(e)_for,nan
EX_gmp(e)_for,nan
EX_gp1c_hs(e)_for,nan
EX_gp1calpha_hs(e)_for,nan
EX_gq1b_hs(e)_for,nan
EX_gq1balpha_hs(e)_for,nan
EX_gsn(e)_for,nan
EX_gt1a_hs(e)_for,nan
EX_gthox(e)_for,nan
EX_gthrd(e)_for,nan
EX_gtp(e)_for,nan
EX_gua(e)_for,nan
EX_h(e)_for,nan
EX_h2o(e)_for,nan
EX_h2o2(e)_for,nan
EX_ha(e)_for,nan
EX_ha_pre1(e)_for,nan
EX_hco3(e)_for,nan
EX_hcoumarin(e)_for,nan
EX_hdca(e)_for,nan
EX_hdcea(e)_for,nan
EX_hestratriol(e)_for,nan
EX_hexc(e)_for,nan
EX_his_L(e)_for,nan
EX_hista(e)_for,nan
EX_hom_L(e)_for,nan
EX_hpdca(e)_for,nan
EX_hspg(e)_for,nan
EX_htaxol(e)_for,nan
EX_hxan(e)_for,nan
EX_i(e)_for,nan
EX_idp(e)_for,nan
EX_ile_L(e)_for,nan
EX_imp(e)_for,nan
EX_inost(e)_for,nan
EX_ins(e)_for,nan
EX_k(e)_for,nan
EX_ksi(e)_for,nan
EX_ksi_deg1(e)_for,nan
EX_ksii_core2(e)_for,nan
EX_ksii_core4(e)_for,nan
EX_lac_D(e)_for,nan
EX_lac_L(e)_for,nan
EX_lcts(e)_for,nan
EX_Lcystin(e)_for,nan
EX_leuktrA4(e)_for,nan
EX_leuktrB4(e)_for,nan
EX_leuktrC4(e)_for,nan
EX_leuktrD4(e)_for,nan
EX_leuktrE4(e)_for,nan
EX_leuktrF4(e)_for,nan
EX_leu_L(e)_for,nan
EX_lgnc(e)_for,nan
EX_limnen(e)_for,nan
EX_lipoate(e)_for,nan
EX_lneldc(e)_for,nan
EX_lnlc(e)_for,nan
EX_lnlnca(e)_for,nan
EX_lnlncg(e)_for,nan
EX_lpchol_hs(e)_for,nan
EX_lys_L(e)_for,nan
EX_mag_hs(e)_for,nan
EX_malt(e)_for,nan
EX_malttr(e)_for,nan
EX_man(e)_for,nan
EX_meoh(e)_for,nan
EX_mepi(e)_for,nan
EX_mercplaccys(e)_for,nan
EX_met_L(e)_for,nan
EX_mthgxl(e)_for,nan
EX_n2m2nmasn(e)_for,nan
EX_na1(e)_for,nan
EX_nac(e)_for,nan
EX_nad(e)_for,nan
EX_nadp(e)_for,nan
EX_ncam(e)_for,nan
EX_nh4(e)_for,nan
EX_nifedipine(e)_for,nan
EX_no(e)_for,nan
EX_npthl(e)_for,nan
EX_nrpphr(e)_for,nan
EX_nrpphrsf(e)_for,nan
EX_nrvnc(e)_for,nan
EX_o2(e)_for,nan
EX_o2s(e)_for,nan
EX_oagd3_hs(e)_for,nan
EX_oagt3_hs(e)_for,nan
EX_ocdca(e)_for,nan
EX_ocdcea(e)_for,nan
EX_octa(e)_for,nan
EX_omeprazole(e)_for,nan
EX_onpthl(e)_for,nan
EX_orn(e)_for,nan
EX_oxa(e)_for,nan
EX_paf_hs(e)_for,nan
EX_pchol_hs(e)_for,nan
EX_pe_hs(e)_for,nan
EX_peplys(e)_for,nan
EX_perillyl(e)_for,nan
EX_pglyc_hs(e)_for,nan
EX_pheacgln(e)_for,nan
EX_phe_L(e)_for,nan
EX_pheme(e)_for,nan
EX_phyQ(e)_for,nan
EX_phyt(e)_for,nan
EX_pi(e)_for,nan
EX_pnto_R(e)_for,nan
EX_ppa(e)_for,nan
EX_prgstrn(e)_for,nan
EX_pro_D(e)_for,nan
EX_pro_L(e)_for,nan
EX_prostgd2(e)_for,nan
EX_prostge1(e)_for,nan
EX_prostge2(e)_for,nan
EX_prostgf2(e)_for,nan
EX_ps_hs(e)_for,nan
EX_ptdca(e)_for,nan
EX_pydam(e)_for,nan
EX_pydx(e)_for,nan
EX_pydxn(e)_for,nan
EX_pyr(e)_for,nan
EX_rbt(e)_for,nan
EX_retfa(e)_for,nan
EX_retinol(e)_for,nan
EX_retinol_9_cis(e)_for,nan
EX_retinol_cis_11(e)_for,nan
EX_retn(e)_for,nan
EX_retnglc(e)_for,nan
EX_rib_D(e)_for,nan
EX_ribflv(e)_for,nan
EX_Rtotal(e)_for,nan
EX_Rtotal2(e)_for,nan
EX_Rtotal3(e)_for,nan
EX_s2l2fn2m2masn(e)_for,nan
EX_s2l2n2m2masn(e)_for,nan
EX_sarcs(e)_for,nan
EX_sel(e)_for,nan
EX_ser_D(e)_for,nan
EX_ser_L(e)_for,nan
EX_sl_L(e)_for,nan
EX_so4(e)_for,nan
EX_spc_hs(e)_for,nan
EX_sph1p(e)_for,nan
EX_sphs1p(e)_for,nan
EX_srtn(e)_for,nan
EX_strch1(e)_for,nan
EX_strch2(e)_for,nan
EX_strdnc(e)_for,nan
EX_succ(e)_for,nan
EX_sucr(e)_for,nan
EX_tag_hs(e)_for,nan
EX_tagat_D(e)_for,nan
EX_taur(e)_for,nan
EX_taxol(e)_for,nan
EX_tchola(e)_for,nan
EX_tcynt(e)_for,nan
EX_tdchola(e)_for,nan
EX_tethex3(e)_for,nan
EX_tetpent3(e)_for,nan
EX_tetpent6(e)_for,nan
EX_tettet6(e)_for,nan
EX_thf(e)_for,nan
EX_thm(e)_for,nan
EX_thmmp(e)_for,nan
EX_thmtp(e)_for,nan
EX_thr_L(e)_for,nan
EX_thym(e)_for,nan
EX_thymd(e)_for,nan
EX_thyox_L(e)_for,nan
EX_tmndnc(e)_for,nan
EX_tolbutamide(e)_for,nan
EX_tre(e)_for,nan
EX_triodthy(e)_for,nan
EX_triodthysuf(e)_for,nan
EX_trp_L(e)_for,nan
EX_tststerone(e)_for,nan
EX_tststeroneglc(e)_for,nan
EX_tststerones(e)_for,nan
EX_tsul(e)_for,nan
EX_ttdca(e)_for,nan
EX_txa2(e)_for,nan
EX_tymsf(e)_for,nan
EX_Tyr_ggn(e)_for,nan
EX_tyr_L(e)_for,nan
EX_udp(e)_for,nan
EX_ump(e)_for,nan
EX_ura(e)_for,nan
EX_urate(e)_for,nan
EX_urea(e)_for,nan
EX_uri(e)_for,nan
EX_utp(e)_for,nan
EX_vacc(e)_for,nan
EX_val_L(e)_for,nan
EX_vitd2(e)_for,nan
EX_vitd3(e)_for,nan
EX_whddca(e)_for,nan
EX_whhdca(e)_for,nan
EX_whtststerone(e)_for,nan
EX_whttdca(e)_for,nan
EX_xolest_hs(e)_for,nan
EX_xolest2_hs(e)_for,nan
EX_xoltri24(e)_for,nan
EX_xoltri25(e)_for,nan
EX_xoltri27(e)_for,nan
EX_xyl_D(e)_for,nan
EX_xylt(e)_for,nan
EX_yvite(e)_for,nan
F1Atg_for,nan
F1PGT_for,10320
F6Tg,1620
FA120ACPH_for,8508.436364
FA140ACPH_for,8508.436364
FA141ACPH_for,8508.436364
FA160ACPH_for,8508.436364
FA161ACPH_for,8508.436364
FA180ACPH_for,8508.436364
FA181ACPH_for,8508.436364
FA1821ACPH_for,8508.436364
FA1822ACPH_for,8508.436364
FA182ACPH_for,8508.436364
FACOAL140i,2546.1
FACOAL150_for,104.4
FACOAL160i,104.4
FACOAL161_for,nan
FACOAL170_for,104.4
FACOAL180i,104.4
FACOAL1812_for,104.4
FACOAL1813_for,104.4
FACOAL181i,104.4
FACOAL1821_for,104.4
FACOAL1822_for,104.4
FACOAL1831_for,104.4
FACOAL1832_for,104.4
FACOAL184_for,104.4
FACOAL191,104.4
FACOAL200,104.4
FACOAL203_for,104.4
FACOAL204_for,104.4
FACOAL2042_for,104.4
FACOAL205_for,104.4
FACOAL206_for,104.4
FACOAL224_for,104.4
FACOAL2251_for,104.4
FACOAL2252_for,104.4
FACOAL226_for,104.4
FACOAL240_for,104.4
FACOAL241_for,104.4
FACOAL244_1_for,104.4
FACOAL245_1_for,104.4
FACOAL245_2_for,104.4
FACOAL246_1_for,104.4
FACOAL260_for,104.4
FACOAL40im,7362
FACOAL80i,7362
FADDP,1899257.142857
FADH2tru,nan
FADH2tx_for,nan
FADtru,nan
FADtx_for,nan
FAEL183,9720
FAEL184,9720
FAEL204,9720
FAEL205,9720
FAH1,nan
FAH2,nan
FAH3,nan
FALDH_for,892249.7148
FALDtly_for,nan
FALDtm_for,nan
FAOXC11,3822046.296429
FAOXC140,3822046.296429
FAOXC150m,3822046.296429
FAOXC160,3822046.296429
FAOXC16080m,3822046.296429
FAOXC16080x,3822046.296429
FAOXC161802m,3822046.296429
FAOXC16180m,3822046.296429
FAOXC170m,3822046.296429
FAOXC180,3822046.296429
FAOXC180x,3822046.296429
FAOXC1811601m,3822046.296429
FAOXC1811602m,3822046.296429
FAOXC1811603m,3822046.296429
FAOXC182806m,3822046.296429
FAOXC18280m,3822046.296429
FAOXC183803m,3822046.296429
FAOXC183806m,3822046.296429
FAOXC183806x,3822046.296429
FAOXC18480m,3822046.296429
FAOXC18480x,3822046.296429
FAOXC200180m,3822046.296429
FAOXC200180x,3822046.296429
FAOXC2031836m,3822046.296429
FAOXC204,3822046.296429
FAOXC204184m,3822046.296429
FAOXC2051843m,3822046.296429
FAOXC2051843x,3822046.296429
FAOXC2242046m,3822046.296429
FAOXC2242046x,3822046.296429
FAOXC2251836m,3822046.296429
FAOXC2251836x,3822046.296429
FAOXC2252053m,3822046.296429
FAOXC2252053x,3822046.296429
FAOXC226,3822046.296429
FAOXC226205m,3822046.296429
FAOXC226205x,3822046.296429
FAOXC240200x,3822046.296429
FAOXC241181x,3822046.296429
FAOXC2442246x,3822046.296429
FAOXC2452253x,3822046.296429
FAOXC2452256x,3822046.296429
FAOXC246226x,3822046.296429
FAOXC260240x,3822046.296429
FAOXC80,3822046.296429
FAS100COA,9720
FAS120COA,9720
FAS140COA,9720
FAS160COA,9720
FAS180COA,9720
FAS80COA_L,9720
FATP1t_for,nan
FATP2t_for,nan
FATP3t_for,nan
FATP4t_for,nan
FATP5t_for,nan
FATP6t_for,nan
FATP7t_for,nan
FATP8t_for,nan
FATP9t_for,nan
FBA_for,25649.46
FBA2_for,9092.52
FBA4_for,25649.46
FBA5_for,25649.46
FBP,76392
FBP26,360
FCLTm,212.4
FCOAH,nan
FDH,13757.142857
FE2t,nan
FE2tm,nan
FE3R2e,nan
FK,1128
FKYNH,579600
FMNAT,114
FOLR2,nan
FOLt2_for,nan
FORMCOAtx_for,nan
FORt2m_for,nan
FORtr_for,nan
FORtrn_for,nan
FPGS,6120
FPGS2,6120
FPGS2m,6120
FPGS3,6120
FPGS3m,6120
FPGS4,3024
FPGS4m,3024
FPGS5,6120
FPGS5m,6120
FPGS6,6120
FPGS6m,6120
FPGS7,2408.4
FPGS7m,2408.4
FPGS8,6120
FPGS8m,6120
FPGS9,6120
FPGS9m,6120
FPGSm,6120
FRDPtc_for,nan
FRDPtr_for,nan
FRTT,5985
FRUt1r_for,nan
FRUt4_for,nan
FT,nan
FTCD,66901.333333
FTHFCL,66901.333333
FTHFDH,3540.6
FTHFL,nan
FTHFLm,12852
FUC13GALACGLCGAL14ACGLCGALGLUSIDEte_for,nan
FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg_for,nan
FUC14GALACGLCGALGLUSIDEte_for,nan
FUC14GALACGLCGALGLUSIDEtg_for,nan
FUCACGALFUCGALACGLCGALGLUSIDEte_for,nan
FUCACGALFUCGALACGLCGALGLUSIDEtg_for,nan
FUCACNGAL14ACGLCGALGLUSIDEte_for,nan
FUCACNGAL14ACGLCGALGLUSIDEtg_for,nan
FUCACNGALACGLCGALGLUSIDEte_for,nan
FUCACNGALACGLCGALGLUSIDEtg_for,nan
FUCASE2e,478320
FUCASE2ly,478320
FUCASEe,478320
FUCASEly,478320
FUCFUC12GAL14ACGLCGALGLUSIDEte_for,nan
FUCFUC12GAL14ACGLCGALGLUSIDEtg_for,nan
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte_for,nan
FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg_for,nan
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte_for,nan
FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg_for,nan
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte_for,nan
FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_for,nan
FUCFUCGALACGLCGALGLUSIDEte_for,nan
FUCFUCGALACGLCGALGLUSIDEtg_for,nan
FUCGAL14ACGLCGALGLUSIDEte_for,nan
FUCGAL14ACGLCGALGLUSIDEtg_for,nan
FUCGALFUCGALACGLCGALGLUSIDEte_for,nan
FUCGALFUCGALACGLCGALGLUSIDEtg_for,nan
FUCGALGBSIDEte_for,nan
FUCGALGBSIDEtg_for,nan
FUCtly,nan
FUM_for,2281365
FUMAC,892249.7148
FUMm_for,2281365
FUMSO3tm_for,nan
FUMSO4tm_for,nan
FUMtm_for,nan
FUMTSULtm_for,nan
FUT11g,25.2
FUT12g,25.2
FUT14g,25.2
FUT15g,25.2
FUT16g,25.2
FUT17g,25.2
FUT18g,25.2
FUT31g,3960
FUT32g,3960
FUT33g,3960
FUT34g,3960
FUT35g,3960
FUT910g,6120
FUT911g,6120
FUT91g,6120
FUT92g,6120
FUT93g,6120
FUT94g,6120
FUT95g,6120
FUT96g,6120
FUT97g,6120
FUT98g,6120
FUT99g,6120
G12MT1_L,4104
G12MT1_U,4104
G12MT2_L,4104
G12MT2_U,4104
G13MT_L,4104
G13MT_U,4104
G14T10g,4104
G14T11g,4104
G14T12g,4104
G14T13g,4104
G14T14g,4104
G14T15g,4104
G14T16g,4104
G14T17g,4104
G14T18g,4104
G14T19g,4104
G14T20g,4104
G14T21g,4104
G14T2g,4104
G14T3g,4104
G14T4g,4104
G14T5g,4104
G14T6g,4104
G14T7g,4104
G14T8g,4104
G14T9g,4104
G14Tg,4104
G16MT_L,nan
G16MT_U,nan
G1M6MASNB1terg,nan
G1M7MASNBterg,nan
G1M7MASNCterg,nan
G1M8MASNterg,nan
G1PTT,58476
G2M8MASNterg,nan
G3M8MASNterg,nan
G3PD1_for,32101.796571
G3PD2m,571405.587097
G5SADrm_for,nan
G5SADs,nan
G5SDym,618827.510204
G6PDA,784590.75
G6PDH1rer_for,275832
G6PDH2r_for,1171440
G6PDH2rer_for,170709
G6PPer,2520000
G6Pter_for,nan
GABAVESSEC,nan
GACMTRc_for,4751.76
GACPAILter,nan
GAL3ST11,25.2
GAL3ST12,25.2
GALACGLCGALGBSIDEte_for,nan
GALACGLCGALGBSIDEtg_for,nan
GALASE10ly,898077.777778
GALASE11ly,898077.777778
GALASE12ly,898077.777778
GALASE13ly,898077.777778
GALASE14ly,898077.777778
GALASE15ly,898077.777778
GALASE16ly,898077.777778
GALASE17ly,898077.777778
GALASE18ly,898077.777778
GALASE19ly,364620
GALASE1ly,898077.777778
GALASE20ly,898077.777778
GALASE3ly,898077.777778
GALASE4ly,898077.777778
GALASE5ly,898077.777778
GALASE6ly,898077.777778
GALASE7ly,898077.777778
GALASE8ly,898077.777778
GALASE9ly,898077.777778
GALC,25.2
GALFUC12GAL14ACGLCGALGLUSIDEte_for,nan
GALFUC12GAL14ACGLCGALGLUSIDEtg_for,nan
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEte_for,nan
GALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg_for,nan
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEte_for,nan
GALGALFUCFUCGALACGLCGALACGLCGAL14ACGLCGALGLUSIDEtg_for,nan
GALGALGALTHCRMte_for,nan
GALGALGALTHCRMtg_for,nan
GALGLUSIDEtg_for,nan
GALGLUSIDEtl_for,nan
GALGT1,25.2
GALGT2,25.2
GALGT3,25.2
GALGT4,25.2
GALK,31320
GALNACT1g,3664654.56
GALNACT2g,3664654.56
GALNACT3g,3664654.56
GALNACT4g,3664654.56
GALNACT5g,3664654.56
GALNTg,863.169231
GALOR_for,2965.745455
GALSIDEtg_for,nan
GALSIDEtl_for,nan
GALT_for,31320
GALt1r_for,nan
GALt2_2_for,nan
GALT2g,3664654.56
GALt4_for,nan
GALTg,3664654.56
GALtly,nan
GALU_for,201378
GAMt1r_for,nan
GAMYe,540430.285714
GAO1,nan
GAO1g,nan
GAO2,nan
GAO2g,nan
GAPD_for,243000
GARFT_for,4515.84
GASNASE2ly,7412846.856576
GASNASE3ly,7412846.856576
GASNASEly,7412846.856576
GBA,25.2
GBAl,25.2
GBGT1,25.2
GBSIDEte_for,nan
GBSIDEtl_for,nan
GCALDD,25638
GCALDDm,12600
GCC2am_for,52524
GCC2bim,2051100
GCC2cm_for,52524
GCCam_for,52524
GCCbim,2051100
GCCcm_for,52524
GCHOLAt_for,nan
GCHOLAt2,nan
GCHOLAt3,nan
GCHOLAte_for,nan
GCHOLAtx_for,nan
GCNTg,25.2
GD1B2te_for,nan
GD1B2tg_for,nan
GD1Cte_for,nan
GD1Ctg_for,nan
GDPFUCtg_for,nan
GDPtg_for,nan
GF6PTA,40712.52
GFUCS,2700
GGH_10FTHF5GLUe,nan
GGH_10FTHF5GLUl,nan
GGH_10FTHF6GLUe,nan
GGH_10FTHF6GLUl,nan
GGH_10FTHF7GLUe,nan
GGH_10FTHF7GLUl,nan
GGH_5DHFe,nan
GGH_5DHFl,nan
GGH_5THFe,nan
GGH_5THFl,nan
GGH_6DHFe,nan
GGH_6DHFl,nan
GGH_6THFe,nan
GGH_6THFl,nan
GGH_7DHFe,nan
GGH_7DHFl,nan
GGH_7THFe,nan
GGH_7THFl,nan
GGLUCT,2581.885714
GGNG,nan
GGT_L,nan
GGT_U,nan
GGT5r_for,4140000
GGT6_for,4140000
GHMT2r_for,34488
GHMT2rm_for,34488
GHMT3,17316
GHMT3m,17316
GK1_for,nan
GK1m_for,nan
GLACO,95400
GLACOm,95400
GLACter_for,nan
GLAl,1159822.285714
GLB1,898077.777778
GLBRAN,1800270
GLCAASE1ly,3368.571429
GLCAASE4ly,3368.571429
GLCAASE5ly,3368.571429
GLCAASE6ly,3368.571429
GLCAASE7ly,3368.571429
GLCAASE8ly,3368.571429
GLCAASE9ly,3368.571429
GLCAE1g,3664654.56
GLCAE2g,3664654.56
GLCAT2g,3664654.56
GLCAT3g,3664654.56
GLCAT4g,3664654.56
GLCAT5g,3664654.56
GLCAT6g,3664654.56
GLCAT7g,3664654.56
GLCAT8g,3664654.56
GLCAT9g,3664654.56
GLCATg,3664654.56
GLCMter,nan
GLCNACASE1ly,9621
GLCNACASE2ly,9621
GLCNACASE3ly,9621
GLCNACASE4ly,9621
GLCNACASE5ly,9621
GLCNACDASg,nan
GLCNACPT_L,4104
GLCNACPT_U,4104
GLCNACT_L,4104
GLCNACT_U,4104
GLCNACT1g,3664654.56
GLCNACT2g,3664654.56
GLCNACT3g,3664654.56
GLCNACT4g,3664654.56
GLCNACT5g,3664654.56
GLCt1r_for,nan
GLCt2_2_for,nan
GLCt4_for,nan
GLCter_for,nan
GLCtg_for,nan
GLCtly,nan
GLCURter,nan
GLCURtly_for,nan
GLDBRAN,71801.325
GLGNS1,5760
GLNALANaEx,nan
GLNASNNaEx,nan
GLNCYSNaEx,nan
GLNLASEer_for,691200
GLNS,nan
GLNSERNaEx,nan
GLNt4,nan
GLNTHRNaEx,nan
