Gene ID	UniProt Accession	
8879	Q9ULG8; Q9UN89; O95470; B2RBD4; Q7Z732	
8884	Q969Y5; B2RB85; Q9HD19; Q9Y289; D6W549	
8897	Q9NYN6; A0A024R1I2; Q13615; A5PL26; A7MD32; Q9UEG3; Q9UDX6; Q9NYN5	
8898	Q13614; Q9UPS9; A0A024R3B7; A6NN98	
8908	Q1ZYL7; B3KUV6; O15486; O15489; O15485; O15490; B7WNN6; O15487; O15488	
8942	B2RCZ5; Q9BVW3; Q16719; Q6I9T2; D3DP79	
8972	Q0VAX6; Q75ME7; O43451; E7ER45; Q86UM5	
8974	D3DQ86; Q8WWN0; O15460; D3DQ85; Q05DA4	
8985	Q540C3; Q9UG85; O60568; B2R6W6	
89869	Q08AQ7; A0A140VJR9; Q96J70; Q86YW0	
89874	Q3MJ99; Q9BQT8; A8K0L0; G3V4L5	
8992	O15342; Q6IBE8; B2R557; D3DQM1	
9016	F6SL11; Q9HC61; O95258; D3DTG2; Q9HC60; B4DMK1; Q0VDH7	
90161	Q86SM9; Q8N3T4; Q4VC07; Q8NBN4; B9WRT5; E9PDY5; Q96MM7; B9WRT4; Q6PIC4; Q96SJ4; Q2TB13	
9023	B2RBY3; O95992	
90423	Q96A05; A0A140VKA8	
9045	Q9BW65; Q8WUT0; Q92579; Q8TBD5; Q45RF0; Q9BSB8; Q9BYF6; P50914; Q53G20; Q96GR0	
9056	O95984; Q53XC1; Q9P2V5; D3DS26; Q9UM01; Q86U07; B2RAU0; A0A0S2Z502	
9057	Q7L1N3; Q92536; A0A024R719; Q68DS4	
9058	Q13183; B4DPL1; Q4VAR7; B2RBI9; E7ETH5	
9060	O95340; Q9UHM1; Q9BZL2; Q9P0G6; Q5TB52; Q9UP30; Q9UKD3	
9061	Q6IAX6; O43841; Q9P1P9; O43252; Q96FB1; Q96TF4; O75332; Q9UE98	
90701	Q9BY50; B2RAA3; K7EJQ7	
9091	Q96G00; Q9BRB3; O14927; B2RAU6; A2IDE1; Q96S22; D3DU52; Q9UJH4	
9114	P61421; Q02547; P12953; R4GN72	
91227	A1A516; A2VCM9; Q5NV76; Q6ISH0; Q14390	
9123	Q2M1P8; A0A024R8U1; O15427; B3KXG8	
91373	Q3KQV9; A2AMJ8; Q5SPZ2; Q69YQ3; Q6ZR38	
9152	O95288; Q9Y345; Q9BX77; Q4VAM7; Q4VAM4; Q4VAM6	
9153	A8K7F9; O43239; O43868; Q52LZ0; Q2M2A7; Q53H72	
9154	B7Z3L6; O00337; O00336; Q5U648; A8K7I2; B7Z3L5; O00335; B7Z533; A0AV42; Q5U5S6; Q9UEZ9	
9162	E9PFX6; Q59GE2; A4D1Q9; Q9NZ49; O75912	
9167	Q6FGA0; O14548; Q9P118	
91703	A0A024R5L2; Q96HD9; E9PRA7	
91734	Q9BXS1	
9187	F5H483; O75184; Q17RM9; F5H127; O43485; B4E1W0; B4DUG1; O60721	
9194	A0A024RBB2; Q8NEM3; O60669; Q9UPB3	
9197	O00400; B2R5Q2; D3DNK4	
92086	Q08246; D3DW46; Q9BX51; D3DW43	
9227	Q8N716; A8K983; O95237	
9245	A0A024R5T9; O95395	
92483	A0A140VJM9; Q9BYZ2; Q6DUY4; Q96LI2	
92579	Q9BUM1; Q8WU15	
92745	Q8WUX1; A0A024QYY0; B7WPJ9; Q96PQ4; B5MDE6; B3KT20; Q6PIW9; Q8WYU2	
9296	Q6IBA8; C9J2K4; Q16864; A4D1K0	
93010	Q8NFL0; B7WNP0; B3KWY4	
93034	B4DXZ9; B4DZ86; Q96P26; Q96KE6; Q96M25; Q96SA3; B7ZVX7; B5MCR0; Q96DU5; B3KUK6; Q53RX2; Q8NA26; A0A140VJC7; Q8N9W3	
93100	Q6XQN6; A7BFI3; Q9BRG0; Q6XQN5; Q8N5E8; Q6PJL1; Q6XQN4	
93183	Q9H3S5	
9331	Q9UBX8; O60514; Q6NT09	
9334	O43286; Q2M394; Q9UJQ8; E1P625	
9348	O95803; B4DI67; Q4W5D0; Q9UP21; Q4W5C1; Q6UWC5	
93492	Q5VUH2; A8MX64; A1A4X0; Q8WWL4; Q6XPS3; B1AQ16; A1A4X1; B4DWZ2; Q8WWL5	
9365	Q9UEF7; Q9Y4F0; Q96KV5; Q96KW5; Q5VZ95; Q9UEI9	
9374	A2ABD1; Q0P6K0; Q6FI80; Q99945; B0S868; Q9UMR5; Q5JP14; Q5SSX5; A2BFI2; Q5JQF0; Q5SSX4; Q5SSX6; A2ARM7; A8K9L4; G8JLE1; O14799; Q5STJ6; A2BFH9; A2ABC9; Q5JP13; Q5STJ4; Q5STJ5; A2BFH7	
9377	P20674; Q8TB65; P30045	
9380	Q9H3E9; Q9H636; Q5T945; Q9UBQ7; Q9UKX1	
9388	B0LPG6; B4DTR8; A0A024R2B5; Q6P9C8; Q9Y5X9; Q6UW82	
9390	Q9Y226; B2RCV9; Q8IYG1	
9394	B4DEP2; Q9BVI1; B4DJ29; O60243; Q53SL2	
93979	Q6ZNI6; Q8NA08; Q86XM3; A4D1M2; Q86SE2; Q8WXQ8; G3V0G8; B2RCS8	
94005	Q96S52; Q6UVX6; Q8NBL9; Q96IR5	
94033	Q8N4E7	
9415	Q96H07; Q9Y3X4; Q9H3G3; O95864; B7Z634; A8K2M6; Q6MZQ7; Q96SV8	
9420	O75881; Q05C57; B2RN07; Q9UNF5	
9435	Q9Y4C5; Q9GZN5; V9HVX9; Q2M370; Q9UED5; Q9Y6F2; D3DNG5	
9453	Q6NW19; O95749; A8MVQ8; A0A024R3W4; Q5T2C8	
9468	O60621; Q86XC9; A8IX00; B4DK10; Q9Y5K3; E9PD84; B2RCX8	
9469	Q52M30; Q7LGC8; O75099	
948	A4D1B1; Q9BZN4; Q8TCV7; B7Z6C3; Q9BQC2; P16671; Q9BZN3; D9IX69; E9PLT1; Q9BZM8; D9IX66; Q16093; D9IX68; Q13966; Q9BPZ8; Q9BZN5; D9IX67	
9481	O95847; F5GWR4; Q5VTS9; B4DHR4; Q8N518	
9487	A8KA67; B4DYN4; Q9Y2B2	
9488	Q53FF9; Q92521; Q8WVN7	
9489	B7ZA32; Q9NPW7; Q8TA85; Q32NB8; Q9H7G9; Q8IYK9; Q96A75; A0A024R8V5	
949	Q52LZ5; Q6KFX4; A0A024RBS4; Q8WTV0; F8W8N0; Q14016	
9497	Q9UIB9; B5M452; C9JST9; B5M453; B6DY53; B6DY52; Q9HC88; B5M451; B5M449; B5M450; D3K175; O60350; Q9Y6M7; A6NIA8; D3K174; Q6AHZ9; E9PFN4; B2CI53	
9498	A0MMZ1; Q2Y0W8; B4DHY0; F5GZ31; O94843; Q8N3U2; Q9UKX8; O95233; Q8TC60; E7EML0; F5H7F5; Q004B4	
95	Q03154; V9HWA0; C9J6I6; C9J9D8; C9JWD4	
9514	Q96C63; B2R7S4; A0A024R1D7; Q99999	
9517	A0A024R6H1; O15270; Q16685	
952	O00122; Q96HY4; P28907; O00121; B4E006	
953	Q9Y3Q9; B4DWB9; B7Z599; B4E1X1; Q9UQQ9; Q5T562; P49961; G3XAF6; Q5T561; Q86VV3; A9Z1X8	
9536	O14900; A0A024R8D5; O14684; Q5SZC0	
954	Q5SPY6; Q5SPY7; O15464; Q9Y5L3	
955	Q7Z5B5; A6NCX6; Q8TAS7; O75354; Q9UJD1; B4DHS2; Q5QPJ2; B4E1D1; Q5QPI9; D3DW49; Q5QPJ5; Q8N3H3; B4DU64; B4DDM7	
9550	Q6IB33; A0A024R883; O75348	
9551	F8W7V3; P56134; Q6IBB3; O76079; Q96L83; Q9BTI8; C9J8H9	
956	G5E9N0; B2R8D0; Q8N6K2; O75355; O60495	
9563	O95479; Q4TT33; Q66I35; R4GMU1; Q68DT3	
957	A0A024R6B4; Q96RX0; G3V4I0; A1L4C5; O75356; A0A024R6D3	
9583	Q9Y227; D3DSS3; O15092	
9588	V9HWC7; P30041; A8JZY7; Q5TAH4; P32077; Q5ZEZ8	
9615	Q9Y2T3; Q9H335; A0A024R231; Q5SZC7; B4DTY5; Q9ULG2	
9651	B9DI80; Q86XU1; Q86YU7; Q8WUS6; A2VCM3; O75038; Q3LUA8; Q86XJ2; Q8TEH5	
9653	O75036; Q7LGA3; D3DT22; Q32NB5; Q9H441; Q9NUJ9; Q8TAC5	
97	A6NDV8; B2R590; G3V2U7; P07311	
978	P32320	
9789	Q6FG65; Q6P1P4; Q15005; Q15507; Q3KQT0; Q6IRX0; Q96HU9; Q641R4	
9791	Q9BUQ5; P48651; B4DE85; E5RFC5	
98	P14621; A0A140VJD7; U3KQL2	
9807	Q7L3I7; A8K157; A8MUX4; Q92551; Q96E38; A0A024R2X2	
9843	B1AJX8; Q9C058; E7ES21; E9PHN8; Q6UW45; O75180; Q9BQS7; D3DVT7; A0A0C4DG76	
9869	Q5SZE0; Q15047; Q5SZD8; Q5SZD9; Q5SZE7; A6NEW2; Q96GM9	
9942	B4DDT2; O75191; B2RAW4; B9EH64	
9945	A0A0S2Z4W6; B3KMR8; O94808; Q53XM2; A0A0S2Z4X9; Q9BWS4	
9951	Q8NDC2; Q5QI42; Q9Y661	
9953	D3DTS6; B3KN58; Q9Y662	
9955	A8K7N2; Q9Y663	
9956	Q52LZ1; Q9Y278	
9957	B3KUA6; Q6PEY8; O14792; A0A024R9R4	
9962	Q9UGH3; B4DJZ1; Q9UP85; Q92512; Q9UNU1; Q8WWR4; Q96D54; A0A140VK48	
9963	Q9UHI7; Q9UGH4; Q9UI39; O95191; Q8WWB6	
9990	Q8TDD4; Q6NSI7; Q2VI00; Q9Y665; Q9Y642; Q9UHW9; A0A024R9I5; A0A024R9K8; A0AV76; Q7Z2E7; Q9UFR2; Q7Z4G5	
AI971036	-	
